ᎡᎦ	e³ga	ee3ga
ᏍᏗᎩᏍᎪᎢ	sdi²gi³sgo³ɂi	sdii2gii3sgoo3-i
ᏕᎩᏲᏏᏍᎪᎢ	de³gi²yo³si²sgo³ɂi	dee3gii2yoo3sii2sgoo3-i
ᏙᎩᏲᏏᏍᎬᎢ	do¹gi²yo³si²sgv²³ɂi	doo1gii2yoo3sii2sgvv23-i
ᎠᏆᏚᎸᎲᎢ	a¹gwạ²du²lv²hv²³ɂi	aa1gwa2duu2lvv2hvv23-i
ᏕᎩᏂᏔᏕᎩᎠ	de²gị²ni²tạ²de²gi³ɂa	dee2gi2nii2ta2dee2gii3-a
ᏙᎩᏂᏲᏏᏍᎬᎢ	do¹gị²ni²yo³si²sgv²³ɂi	doo1gi2nii2yoo3sii2sgvv23-i
ᎢᏣᏚᎳ	i¹jạ²du²³la²	ii1ja2duu23la2
ᎣᏣᏚᎸᎲᎢ	o¹jạ²du²lv²hv²³ɂi	oo1ja2duu2lvv2hvv23-i
ᎣᏍᏓᏚᎸᎲᎢ	o¹sdạ²du²lv²hv²³ɂi	oo1sda2duu2lvv2hvv23-i
ᏦᎩᏲᏏᏐᏗ	jo¹gi²yo¹si²³soh³di	joo1gii2yoo1sii23soh3di
ᏍᏗᎪᎲᎢ	sdi²go²hv²³ɂi	sdii2goo2hvv23-i
ᎠᎩᏲᏏᏍᎬᎢ	a¹gị²yo³si²sgv²³ɂi	aa1gi2yoo3sii2sgvv23-i
ᏙᏥᏔᏕᎬᎦ	do¹ji²tạ²de²gv¹ga²	doo1jii2ta2dee2gvv1ga2
ᏦᎩᏂᏲᏏᏐᏗ	jo¹gị²ni²yo¹si²³soh³di	joo1gi2nii2yoo1sii23soh3di
ᏕᎩᏂᏲᏏᏍᎪᎢ	de²gị²ni²yo³si²sgo³ɂi	dee2gi2nii2yoo3sii2sgoo3-i
ᏙᏍᏗᏔᏕᎬᎦ	do²sdi²tạ²de²gv¹ga²	doo2sdii2ta2dee2gvv1ga2
ᎢᎦᏚᎸᎲᎢ	i¹gạ²du²lv²hv²³ɂi	ii1ga2duu2lvv2hvv23-i
ᎢᏣᏚᎸᏗ	i¹jạ²duhl²di	ii1ja2duhl2di
ᏫᏣᎪᏩᏔ	wị²jạ²go¹wah²ta	wi2ja2goo1wah2ta
ᎬᏙᏓ	gv²do²da	gvv2doo2da
ᏣᏲᏏᏍᎬᎢ	jạ²yo³si²sgv²³ɂi	ja2yoo3sii2sgvv23-i
ᏕᎩᏲᏏᏍᎬᎢ	de³gi²yo³si²sgv²³ɂi	dee3gii2yoo3sii2sgvv23-i
ᎢᏤᏅᏒᎢ	i¹je²nv³sv²³ɂi	ii1jee2nvv3svv23-i
ᏍᏗᎪᏩᏔ	sdi²go¹wah²ta²	sdii2goo1wah2ta2
ᎠᎩᏲᏏᏐᏗ	a¹gị²yo¹si²³soh³di	aa1gi2yoo1sii23soh3di
ᏫᏦᎩᏲᏏᏌ	wị²jo¹gi²yo¹si²³sa	wi2joo1gii2yoo1sii23sa
ᏫᏦᎩᏂᏲᏏᏌ	wị²jo¹gị²ni²yo¹si²³sa	wi2joo1gi2nii2yoo1sii23sa
ᎣᏣᏚᎵᏍᎪᎢ	o¹jạ²du²li²³sgọ³ɂi	oo1ja2duu2lii23sgo3-i
ᎣᏍᏓᏚᎵᏍᎪᎢ	o¹sdạ²du²li²³sgọ³ɂi	oo1sda2duu2lii23sgo3-i
ᎩᎾᏚᎵᏍᎪᎢ	gị²nạ²du²li²³sgọ³ɂi	gi2na2duu2lii23sgo3-i
ᎯᏙᏓ	hi²do²da	hii2doo2da
ᏣᏲᏏᏐᏗ	jạ²yo¹si²³soh³di	ja2yoo1sii23soh3di
ᎠᎩᏔᏕᎪᏗ	a¹ktạ²de²³go³²di	aa1kta2dee23goo32di
ᏗᎩᏲᏏᏐᏗ	di¹gi²yo¹si²³soh³di	dii1gii2yoo1sii23soh3di
ᏍᏗᎴᎪᎢ	sdiɂ³le¹go³ɂi	sdi-3lee1goo3-i
ᏦᎩᏔᏕᎪᏗ	jo¹gi²tạ²de²³go³²di	joo1gii2ta2dee23goo32di
ᎢᏥᎩᏍᎪᎢ	i¹ji²gi³sgo³ɂi	ii1jii2gii3sgoo3-i
ᏦᎩᏂᏔᏕᎪᏗ	jo¹gị²ni²tạ²de²³go³²di	joo1gi2nii2ta2dee23goo32di
ᏫᏦᏥᏔᏕᎬᎦ	wị²jo¹ji²tạ²de²gv¹ga	wi2joo1jii2ta2dee2gvv1ga
ᏕᎩᏂᏲᏏᏍᎬᎢ	de²gị²ni²yo³si²sgv²³ɂi	dee2gi2nii2yoo3sii2sgvv23-i
ᏫᏦᏍᏗᏔᏕᎬᎦ	wị²jo²sdi²tạ²de²gv¹ga	wi2joo2sdii2ta2dee2gvv1ga
ᏍᎩᏥ	sgị²ji	sgi2ji
ᏣᏔᏕᎪᏗ	tstạ²de²³go³²di	tsta2dee23goo32di
ᏍᏙᎵᏨᎢ	sdohl²jv²³ɂi	sdohl2jvv23-i
ᎠᎩᏔᏕᎩᏍᎪᎢ	a¹ktạ²de²gi³sgo³ɂi	aa1kta2dee2gii3sgoo3-i
ᏗᎩᏔᏕᎪᏗ	di¹gi²tạ²de²³go³²di	dii1gii2ta2dee23goo32di
ᎢᏥᎪᎲᎢ	i¹ji²go²hv²³ɂi	ii1jii2goo2hvv23-i
ᎣᎦᏚᎵᏍᎪᎢ	o¹gạ²du²li²³sgọ³ɂi	oo1ga2duu2lii23sgo3-i
ᎣᏥᎪᏩᏘᏍᎪᎢ	o¹ji²gowh²ti²³sgọ³ɂi	oo1jii2gowh2tii23sgo3-i
ᎣᏍᏗᎪᏩᏘᏍᎪᎢ	o¹sdi²gowh²ti²³sgọ³ɂi	oo1sdii2gowh2tii23sgo3-i
ᎩᏂᎪᏩᏘᏍᎪᎢ	gị²ni²gowh²ti²³sgọ³ɂi	gi2nii2gowh2tii23sgo3-i
ᎣᎩᎾᏚᎵᏍᎪᎢ	o¹gị²nạ²du²li²³sgọ³ɂi	oo1gi2na2duu2lii23sgo3-i
ᏣᏚᎵᏍᎪᎢ	jạ²du²li²³sgọ³ɂi	ja2duu2lii23sgo3-i
ᏙᎩᏔᏕᎩᏍᎪᎢ	do¹gi²tạ²de²gi³sgo³ɂi	doo1gii2ta2dee2gii3sgoo3-i
ᎠᏆᏚᎵᏍᎪᎢ	a¹gwạ²du²li²³sgọ³ɂi	aa1gwa2duu2lii23sgo3-i
ᏗᎩᏂᏲᏏᏐᏗ	dị²gị²ni²yo¹si²³soh³di	di2gi2nii2yoo1sii23soh3di
ᏙᎩᏂᏔᏕᎩᏍᎪᎢ	do¹gị²ni²tạ²de²gi³sgo³ɂi	doo1gi2nii2ta2dee2gii3sgoo3-i
ᎢᎦᏚᎵᏍᎪᎢ	i¹gạ²du²li²³sgọ³ɂi	ii1ga2duu2lii23sgo3-i
ᎢᏥᎪᏩᏔ	i¹ji²go¹wah²ta²	ii1jii2goo1wah2ta2
ᏫᏍᏙᎵᎩ	wị²sdohl²gi	wi2sdohl2gi
ᏣᏔᏕᎩᏍᎪᎢ	tstạ²de²gi³sgo³ɂi	tsta2dee2gii3sgoo3-i
ᎠᎩᏔᏕᎦᏅᎢ	a¹ktạ²de²ga³²nv²³ɂi	aa1kta2dee2gaa32nvv23-i
ᏕᎩᏔᏕᎩᏍᎪᎢ	de³gi²tạ²de²gi³sgo³ɂi	dee3gii2ta2dee2gii3sgoo3-i
ᏍᏓᏚᎵᎭ	sdạ²du²lị³ha	sda2duu2li3ha
ᎢᏥᎴᎪᎢ	i¹jiɂ³le¹go³ɂi	ii1ji-3lee1goo3-i
ᏕᎩᏂᏔᏕᎩᏍᎪᎢ	de²gị²ni²tạ²de²gi³sgo³ɂi	dee2gi2nii2ta2dee2gii3sgoo3-i
ᎣᎩᎪᏩᏘᏍᎪᎢ	o¹gi²gowh²ti²³sgọ³ɂi	oo1gii2gowh2tii23sgo3-i
ᎣᎩᏂᎪᏩᏘᏍᎪᎢ	o¹gị²ni²gowh²ti²³sgọ³ɂi	oo1gi2nii2gowh2tii23sgo3-i
ᏗᏥᏥ	di¹ji²ji	dii1jii2ji
ᏣᏔᏕᎦᏅᎢ	tstạ²de²ga³²nv²³ɂi	tsta2dee2gaa32nvv23-i
ᏍᏓᏛᏅᎢ	sdạ²dv²hnv²³ɂi	sda2dvv2hnvv23-i
ᏙᎩᏔᏕᎦᏅᎢ	do¹gi²tạ²de²ga³²nv²³ɂi	doo1gii2ta2dee2gaa32nvv23-i
ᏗᎩᏂᏔᏕᎪᏗ	dị²gị²ni²tạ²de²³go³²di	di2gi2nii2ta2dee23goo32di
ᏙᎩᏂᏔᏕᎦᏅᎢ	do¹gị²ni²tạ²de²ga³²nv²³ɂi	doo1gi2nii2ta2dee2gaa32nvv23-i
ᎢᏦᎵᏨᎢ	i¹johl²jv²³ɂi	ii1johl2jvv23-i
ᎢᎩᎪᏩᏘᏍᎪᎢ	i¹gi²gowh²ti²³sgọ³ɂi	ii1gii2gowh2tii23sgo3-i
ᎠᎩᎪᏩᏘᏍᎪᎢ	a¹gị²gowh²ti²³sgọ³ɂi	aa1gi2gowh2tii23sgo3-i
ᏗᏨᏥ	di¹jv²ji	dii1jvv2ji
ᏕᏥᏲᏏᎭ	de³ji²yo³sị²ha	dee3jii2yoo3si2ha
ᏕᎩᏔᏕᎦᏅᎢ	de³gi²tạ²de²ga³²nv²³ɂi	dee3gii2ta2dee2gaa32nvv23-i
ᏍᏗᎪᏩᏛᏗ	sdi²gowh²tvh³di	sdii2gowh2tvh3di
ᏣᎪᏩᏘᏍᎪᎢ	jạ²gowh²ti²³sgọ³ɂi	ja2gowh2tii23sgo3-i
ᏕᎩᏂᏔᏕᎦᏅᎢ	de²gị²ni²tạ²de²ga³²nv²³ɂi	dee2gi2nii2ta2dee2gaa32nvv23-i
ᏍᏗᎸᏒᎢ	sdi²lv³²sv²³ɂi	sdii2lvv32svv23-i
ᏗᏥᏲᏏᏌ	di¹ji²yo¹si²³sa	dii1jii2yoo1sii23sa
ᏍᏓᏗᏍᎪᎢ	sdạ²di²³sgo³ɂi	sda2dii23sgoo3-i
ᎢᏣᏚᎵᎭ	i¹jạ²du²lị³ha	ii1ja2duu2li3ha
ᎢᏣᏛᏅᎢ	i¹jạ²dv²hnv²³ɂi	ii1ja2dvv2hnvv23-i
ᏍᏗᎪᏩᏘᎭ	sdi²gowh²tị³ha	sdii2gowh2ti3ha
ᏥᏙᏓ	ji²do²da	jii2doo2da
ᏕᏍᏗᏲᏏᎭ	de²sdi²yo³sị²ha	dee2sdii2yoo3si2ha
ᎢᏥᎪᏩᏛᏗ	i¹ji²gowh²tvh³di	ii1jii2gowh2tvh3di
ᏦᏥᏥ	jo²ji²ji	joo2jii2ji
ᎢᏥᎸᏒᎢ	i¹ji²lv³²sv²³ɂi	ii1jii2lvv32svv23-i
ᏫᏍᏓᏚᎳ	wị²sdạ²du²³la	wi2sda2duu23la
ᎠᎵᎢ	a²lị²ɂi	aa2li2-i
ᏕᏥᏲᏏᏌ	de³ji²yo¹si²³sa²	dee3jii2yoo1sii23sa2
ᏫᏍᏗᎪᏩᏔ	wị²sdi²go¹wah²ta	wi2sdii2goo1wah2ta
ᏍᏓᏚᎸᎲᎢ	sdạ²du²lv²hv²³ɂi	sda2duu2lvv2hvv23-i
ᎢᏣᏗᏍᎪᎢ	i¹jạ²di²³sgo³ɂi	ii1ja2dii23sgoo3-i
ᏕᏍᏗᏲᏏᏌ	de²sdi²yo¹si²³sa²	dee2sdii2yoo1sii23sa2
ᎢᏥᎪᏩᏘᎭ	i¹ji²gowh²tị³ha	ii1jii2gowh2ti3ha
ᎢᏍᎩᏥ	i¹sgi²ji	ii1sgii2ji
ᏕᏥᏲᏏᏍᎪᎢ	de³ji²yo³si²sgo³ɂi	dee3jii2yoo3sii2sgoo3-i
ᏗᏍᏗᏲᏏᏌ	dị²sdi²yo¹si²³sa	di2sdii2yoo1sii23sa
ᏕᏥᏔᏕᎩᎠ	de³jchtạ²de²gi³ɂa	dee3jchta2dee2gii3-a
ᏕᏍᏗᏔᏕᎩᎠ	de²sdi²tạ²de²gi³ɂa	dee2sdii2ta2dee2gii3-a
ᎦᏥᏥ	gạ²ji²ji	ga2jii2ji
ᏗᏥᏔᏕᎬᎦ	di¹jchtạ²de²gv¹ga	dii1jchta2dee2gvv1ga
ᏕᏍᏗᏲᏏᏍᎪᎢ	de²sdi²yo³si²sgo³ɂi	dee2sdii2yoo3sii2sgoo3-i
ᏍᏓᏚᎵᏍᎪᎢ	sdạ²du²li²³sgọ³ɂi	sda2duu2lii23sgo3-i
ᎢᏣᏚᎸᎲᎢ	i¹jạ²du²lv²hv²³ɂi	ii1ja2duu2lvv2hvv23-i
ᏕᏥᏲᏏᏍᎬᎢ	de³ji²yo³si²sgv²³ɂi	dee3jii2yoo3sii2sgvv23-i
ᏕᏍᏗᏔᏕᎬᎦ	de²sdi²tạ²de²gv¹ga²	dee2sdii2ta2dee2gvv1ga2
ᏕᏥᏔᏕᎬᎦ	de³jchtạ²de²gv¹ga²	dee3jchta2dee2gvv1ga2
ᏕᏍᏗᏲᏏᏍᎬᎢ	de²sdi²yo³si²sgv²³ɂi	dee2sdii2yoo3sii2sgvv23-i
ᏗᏥᏲᏏᏐᏗ	di¹ji²yo¹si²³soh³di	dii1jii2yoo1sii23soh3di
ᏗᏍᏗᏔᏕᎬᎦ	dị²sdi²tạ²de²gv¹ga	di2sdii2ta2dee2gvv1ga
ᏗᏥᏔᏕᎪᏗ	di¹jchtạ²de²³go³²di	dii1jchta2dee23goo32di
ᏍᏗᎪᏩᏘᏍᎪᎢ	sdi²gowh²ti²³sgọ³ɂi	sdii2gowh2tii23sgo3-i
ᎩᏂᏥ	gị²ni²ji	gi2nii2ji
ᏗᏍᏗᏲᏏᏐᏗ	dị²sdi²yo¹si²³soh³di	di2sdii2yoo1sii23soh3di
ᎢᏣᏚᎵᏍᎪᎢ	i¹jạ²du²li²³sgọ³ɂi	ii1ja2duu2lii23sgo3-i
ᏕᏥᏔᏕᎩᏍᎪᎢ	de³jchtạ²de²gi³sgo³ɂi	dee3jchta2dee2gii3sgoo3-i
ᏕᏍᏗᏔᏕᎩᏍᎪᎢ	de²sdi²tạ²de²gi³sgo³ɂi	dee2sdii2ta2dee2gii3sgoo3-i
ᏍᏗᏙᏓ	sdi²do²da	sdii2doo2da
ᏗᏍᏗᏔᏕᎪᏗ	dị²sdi²tạ²de²³go³²di	di2sdii2ta2dee23goo32di
ᎢᏥᎪᏩᏘᏍᎪᎢ	i¹ji²gowh²ti²³sgọ³ɂi	ii1jii2gowh2tii23sgo3-i
ᏍᏛᏙᏓ	sdv²do²da	sdvv2doo2da
ᏕᏥᏔᏕᎦᏅᎢ	de³jchtạ²de²ga³²nv²³ɂi	dee3jchta2dee2gaa32nvv23-i
ᏕᏍᏗᏔᏕᎦᏅᎢ	de²sdi²tạ²de²ga³²nv²³ɂi	dee2sdii2ta2dee2gaa32nvv23-i
ᏗᏍᎩᏥ	di¹sgi²ji	dii1sgii2ji
ᏣᏙᏓ	jạ²do²da	ja2doo2da
ᏦᏍᏗᏥ	jo²sdi²ji	joo2sdii2ji
ᏧᎵᎢ	ju²lị²ɂi	juu2li2-i
ᎠᎩᏥ	ạ²gị²ji	a2gi2ji
ᎢᎩᏙᏓ	i¹gi²do²da	ii1gii2doo2da
ᎢᏥᏙᏓ	i¹ji²do²da	ii1jii2doo2da
ᎢᏨᏙᏓ	i¹jv²do²da	ii1jvv2doo2da
ᎣᎩᏙᏓ	o²gi²do²da	oo2gii2doo2da
ᎤᏂᏙᏓ	u²ni²do²da	uu2nii2doo2da
ᎥᏍᎩᎾ	v¹sgị²na	vv1sgi2na
ᎦᎯᏙᏓ	gạ²hi²do²da	ga2hii2doo2da
ᏍᎩᏂᏥ	sgị²ni²ji	sgi2nii2ji
ᏍᎩᏙᏓ	sgị²do²da	sgi2doo2da
ᏍᏓᎵᎢ	sda²lị²ɂi	sdaa2li2-i
ᏗᏥᏙᏓ	di¹ji²do²da	dii1jii2doo2da
ᏗᏨᏙᏓ	di¹jv²do²da	dii1jvv2doo2da
ᏗᏍᏗᏥ	dị²sdi²ji	di2sdii2ji
ᏗᏍᏛᏥ	dị²sdv²ji	di2sdvv2ji
ᏦᏥᏙᏓ	jo²ji²do²da	joo2jii2doo2da
ᎢᎦᎵᎢ	i¹ga²lị²ɂi	ii1gaa2li2-i
ᎢᏍᎩᏙᏓ	i¹sgi²do²da	ii1sgii2doo2da
ᎢᏣᎵᎢ	i¹ja²lị²ɂi	ii1jaa2li2-i
ᎣᎩᏂᏥ	o²gị²ni²ji	oo2gi2nii2ji
ᎣᎦᎵᎢ	o¹ga²lị²ɂi	oo1gaa2li2-i
ᎤᎾᎵᎢ	u¹na²lị²ɂi	uu1naa2li2-i
ᎦᏥᏙᏓ	gạ²ji²do²da	ga2jii2doo2da
ᎩᏂᏙᏓ	gị²ni²do²da	gi2nii2doo2da
ᏗᏍᎩᏙᏓ	di¹sgi²do²da	dii1sgii2doo2da
ᏗᎨᎩᏥ	dị²ge²gi²ji	di2gee2gii2ji
ᏗᎨᏂᏥ	dị²ge²ni²ji	di2gee2nii2ji
ᏗᎨᏗᏥ	dị²ge²di²ji	di2gee2dii2ji
ᏗᎨᏥᏥ	dị²ge²ji²ji	di2gee2jii2ji
ᏗᎪᎩᏥ	dị²go²gi²ji	di2goo2gii2ji
ᏦᏍᏗᏙᏓ	jo²sdi²do²da	joo2sdii2doo2da
ᏦᎦᎵᎢ	jo¹ga²lị²ɂi	joo1gaa2li2-i
ᏧᎾᎵᎢ	ju¹na²lị²ɂi	juu1naa2li2-i
ᎠᎩᏙᏓ	ạ²gị²do²da	a2gi2doo2da
ᎩᎾᎵᎢ	gị²na²lị²ɂi	gi2naa2li2-i
ᏍᎩᏂᏙᏓ	sgị²ni²do²da	sgi2nii2doo2da
ᏗᎦᎵᎢ	dị²ga²lị²ɂi	di2gaa2li2-i
ᏗᎨᏍᏗᏥ	dị²ge²sdi²ji	di2gee2sdii2ji
ᏗᏍᏗᏙᏓ	dị²sdi²do²da	di2sdii2doo2da
ᏗᏍᏛᏙᏓ	dị²sdv²do²da	di2sdvv2doo2da
ᏗᏣᎵᎢ	dị²ja²lị²ɂi	di2jaa2li2-i
ᏗᏆᎵᎢ	dị¹gwa²lị²ɂi	di1gwaa2li2-i
ᏗᏣᎵᎢ	dị²jạ²lị²ɂi	di2ja2li2-i
ᎣᎩᏂᏙᏓ	o²gị²ni²do²da	oo2gi2nii2doo2da
ᏗᎨᎩᏙᏓ	dị²ge²gi²do²da	di2gee2gii2doo2da
ᏗᎨᏂᏙᏓ	dị²ge²ni²do²da	di2gee2nii2doo2da
ᏗᎨᏗᏙᏓ	dị²ge²di²do²da	di2gee2dii2doo2da
ᏗᎨᏥᏙᏓ	dị²ge²ji²do²da	di2gee2jii2doo2da
ᏗᎪᎩᏙᏓ	dị²go²gi²do²da	di2goo2gii2doo2da
ᏗᏍᎩᏂᏥ	dị²sgị²ni²ji	di2sgi2nii2ji
ᏗᏍᏓᎵᎢ	dị²sda²lị²ɂi	di2sdaa2li2-i
ᎣᎩᎾᎵᎢ	o¹gị²na²lị²ɂi	oo1gi2naa2li2-i
ᏗᎨᎩᏂᏥ	dị²ge²gị²ni²ji	di2gee2gi2nii2ji
ᏗᎨᏍᏗᏙᏓ	dị²ge²sdi²do²da	di2gee2sdii2doo2da
ᏗᎪᎩᏂᏥ	dị²go²gị²ni²ji	di2goo2gi2nii2ji
ᏗᎬᏩᏂᏥ	dị²gv²wạ²ni²ji	di2gvv2wa2nii2ji
ᏦᎩᎾᎵᎢ	jo¹gị²na²lị²ɂi	joo1gi2naa2li2-i
ᏗᎩᎾᎵᎢ	dị²gị²na²lị²ɂi	di2gi2naa2li2-i
ᏗᏍᎩᏂᏙᏓ	dị²sgị²ni²do²da	di2sgi2nii2doo2da
ᏗᎨᎩᏂᏙᏓ	dị²ge²gị²ni²do²da	di2gee2gi2nii2doo2da
ᏗᎪᎩᏂᏙᏓ	dị²go²gị²ni²do²da	di2goo2gi2nii2doo2da
ᏗᎬᏩᏂᏙᏓ	dị²gv²wạ²ni²do²da	di2gvv2wa2nii2doo2da
