ᎠᏓᎪᏩᏔ	a¹da²go¹wah²ta²	aa1daa2goo1wah2ta2
ᎣᏥᎪᏩᏛᏗ	o¹ji²gowh²tvh³di	oo1jii2gowh2tvh3di
ᎩᎾᏚᎵᏍᎪᎢ	gị²nạ²du²li²³sgọ³ɂi	gi2na2duu2lii23sgo3-i
ᎣᏍᏗᎪᏩᏛᏗ	o¹sdi²gowh²tvh³di	oo1sdii2gowh2tvh3di
ᏣᏲᏏᏐᏗ	jạ²yo¹si²³soh³di	ja2yoo1sii23soh3di
ᏗᎩᏔᏕᎪᏗ	di¹gi²tạ²de²³go³²di	dii1gii2ta2dee23goo32di
ᎠᏆᏚᎸᎲᎢ	a¹gwạ²du²lv²hv²³ɂi	aa1gwa2duu2lvv2hvv23-i
ᏙᏥᏔᏕᎬᎦ	do¹ji²tạ²de²gv¹ga²	doo1jii2ta2dee2gvv1ga2
ᏫᏦᎩᏲᏏᏌ	wị²jo¹gi²yo¹si²³sa	wi2joo1gii2yoo1sii23sa
ᏕᎩᏂᏔᏕᎩᎠ	de²gị²ni²tạ²de²gi³ɂa	dee2gi2nii2ta2dee2gii3-a
ᏍᏗᎴᎪᎢ	sdiɂ³le¹go³ɂi	sdi-3lee1goo3-i
ᏙᏍᏗᏔᏕᎬᎦ	do²sdi²tạ²de²gv¹ga²	doo2sdii2ta2dee2gvv1ga2
ᏫᏦᎩᏂᏲᏏᏌ	wị²jo¹gị²ni²yo¹si²³sa	wi2joo1gi2nii2yoo1sii23sa
ᎢᏥᎪᏩᏔ	i¹ji²go¹wah²ta²	ii1jii2goo1wah2ta2
ᎠᎩᏔᏕᎦᏅᎢ	a¹ktạ²de²ga³²nv²³ɂi	aa1kta2dee2gaa32nvv23-i
ᏗᎩᏲᏏᏐᏗ	di¹gi²yo¹si²³soh³di	dii1gii2yoo1sii23soh3di
ᎢᏥᎮᏍᏗ	i¹ji²he³sdi	ii1jii2hee3sdi
ᏗᎩᏂᏔᏕᎪᏗ	dị²gị²ni²tạ²de²³go³²di	di2gi2nii2ta2dee23goo32di
ᏍᏗᎸᏍᏗ	sdi²lv¹sdi	sdii2lvv1sdi
ᎣᎦᏚᎵᏍᎪᎢ	o¹gạ²du²li²³sgọ³ɂi	oo1ga2duu2lii23sgo3-i
ᎣᏣᏚᎵᏍᎪᎢ	o¹jạ²du²li²³sgọ³ɂi	oo1ja2duu2lii23sgo3-i
ᏫᏣᎪᏩᏔ	wị²jạ²go¹wah²ta	wi2ja2goo1wah2ta
ᎣᎩᎾᏚᎵᏍᎪᎢ	o¹gị²nạ²du²li²³sgọ³ɂi	oo1gi2na2duu2lii23sgo3-i
ᎣᏍᏓᏚᎵᏍᎪᎢ	o¹sdạ²du²li²³sgọ³ɂi	oo1sda2duu2lii23sgo3-i
ᏣᏔᏕᎦᏅᎢ	tstạ²de²ga³²nv²³ɂi	tsta2dee2gaa32nvv23-i
ᎠᎩᏲᏏᏍᎪᎢ	a¹gị²yo³si²sgo³ɂi	aa1gi2yoo3sii2sgoo3-i
ᏙᎩᏔᏕᎦᏅᎢ	do¹gi²tạ²de²ga³²nv²³ɂi	doo1gii2ta2dee2gaa32nvv23-i
ᎢᏥᎴᎪᎢ	i¹jiɂ³le¹go³ɂi	ii1ji-3lee1goo3-i
ᏗᎩᏂᏲᏏᏐᏗ	dị²gị²ni²yo¹si²³soh³di	di2gi2nii2yoo1sii23soh3di
ᏍᏗᎸᏒᎢ	sdi²lv³²sv²³ɂi	sdii2lvv32svv23-i
ᏫᏦᏥᏔᏕᎬᎦ	wị²jo¹ji²tạ²de²gv¹ga	wi2joo1jii2ta2dee2gvv1ga
ᎢᎦᏚᎵᏍᎪᎢ	i¹gạ²du²li²³sgọ³ɂi	ii1ga2duu2lii23sgo3-i
ᏙᎩᏂᏔᏕᎦᏅᎢ	do¹gị²ni²tạ²de²ga³²nv²³ɂi	doo1gi2nii2ta2dee2gaa32nvv23-i
ᏫᏦᏍᏗᏔᏕᎬᎦ	wị²jo²sdi²tạ²de²gv¹ga	wi2joo2sdii2ta2dee2gvv1ga
ᏣᏚᎵᏍᎪᎢ	jạ²du²li²³sgọ³ɂi	ja2duu2lii23sgo3-i
ᎠᎩᏲᏏᏍᎬᎢ	a¹gị²yo³si²sgv²³ɂi	aa1gi2yoo3sii2sgvv23-i
ᏕᎩᏔᏕᎦᏅᎢ	de³gi²tạ²de²ga³²nv²³ɂi	dee3gii2ta2dee2gaa32nvv23-i
ᎢᏥᎸᏍᏗ	i¹ji²lv¹sdi	ii1jii2lvv1sdi
ᏙᎩᏲᏏᏍᎪᎢ	do¹gi²yo³si²sgo³ɂi	doo1gii2yoo3sii2sgoo3-i
ᏙᎩᏂᏲᏏᏍᎪᎢ	do¹gị²ni²yo³si²sgo³ɂi	doo1gi2nii2yoo3sii2sgoo3-i
ᎣᏥᎪᏩᏘᏍᎪᎢ	o¹ji²gowh²ti²³sgọ³ɂi	oo1jii2gowh2tii23sgo3-i
ᏍᏙᎵᎪᎢ	sdohl²go³ɂi	sdohl2goo3-i
ᎩᏂᎪᏩᏘᏍᎪᎢ	gị²ni²gowh²ti²³sgọ³ɂi	gi2nii2gowh2tii23sgo3-i
ᎣᏍᏗᎪᏩᏘᏍᎪᎢ	o¹sdi²gowh²ti²³sgọ³ɂi	oo1sdii2gowh2tii23sgo3-i
ᏣᏲᏏᏍᎪᎢ	jạ²yo³si²sgo³ɂi	ja2yoo3sii2sgoo3-i
ᏕᎩᏲᏏᏍᎪᎢ	de³gi²yo³si²sgo³ɂi	dee3gii2yoo3sii2sgoo3-i
ᎢᏥᎸᏒᎢ	i¹ji²lv³²sv²³ɂi	ii1jii2lvv32svv23-i
ᎠᏆᏚᎵᏍᎪᎢ	a¹gwạ²du²li²³sgọ³ɂi	aa1gwa2duu2lii23sgo3-i
ᏙᎩᏲᏏᏍᎬᎢ	do¹gi²yo³si²sgv²³ɂi	doo1gii2yoo3sii2sgvv23-i
ᏕᎩᏂᏔᏕᎦᏅᎢ	de²gị²ni²tạ²de²ga³²nv²³ɂi	dee2gi2nii2ta2dee2gaa32nvv23-i
ᏙᎩᏂᏲᏏᏍᎬᎢ	do¹gị²ni²yo³si²sgv²³ɂi	doo1gi2nii2yoo3sii2sgvv23-i
ᏍᏙᎵᏍᏗ	sdo²hlị³sdi	sdoo2hli3sdi
ᏣᏲᏏᏍᎬᎢ	jạ²yo³si²sgv²³ɂi	ja2yoo3sii2sgvv23-i
ᏕᎩᏲᏏᏍᎬᎢ	de³gi²yo³si²sgv²³ɂi	dee3gii2yoo3sii2sgvv23-i
ᏕᎩᏂᏲᏏᏍᎪᎢ	de²gị²ni²yo³si²sgo³ɂi	dee2gi2nii2yoo3sii2sgoo3-i
ᎠᎩᎪᏩᏘᏍᎪᎢ	a¹gị²gowh²ti²³sgọ³ɂi	aa1gi2gowh2tii23sgo3-i
ᎢᏦᎵᎪᎢ	i¹johl²go³ɂi	ii1johl2goo3-i
ᎣᎩᎪᏩᏘᏍᎪᎢ	o¹gi²gowh²ti²³sgọ³ɂi	oo1gii2gowh2tii23sgo3-i
ᏍᏙᎵᏨᎢ	sdohl²jv²³ɂi	sdohl2jvv23-i
ᎣᎩᏂᎪᏩᏘᏍᎪᎢ	o¹gị²ni²gowh²ti²³sgọ³ɂi	oo1gi2nii2gowh2tii23sgo3-i
ᎠᎩᏔᏕᎩᏍᎪᎢ	a¹ktạ²de²gi³sgo³ɂi	aa1kta2dee2gii3sgoo3-i
ᏣᎪᏩᏘᏍᎪᎢ	jạ²gowh²ti²³sgọ³ɂi	ja2gowh2tii23sgo3-i
ᏙᎩᏔᏕᎩᏍᎪᎢ	do¹gi²tạ²de²gi³sgo³ɂi	doo1gii2ta2dee2gii3sgoo3-i
ᏕᎩᏂᏲᏏᏍᎬᎢ	de²gị²ni²yo³si²sgv²³ɂi	dee2gi2nii2yoo3sii2sgvv23-i
ᎢᏦᎵᏍᏗ	i¹jo²hlị³sdi	ii1joo2hli3sdi
ᏙᎩᏂᏔᏕᎩᏍᎪᎢ	do¹gị²ni²tạ²de²gi³sgo³ɂi	doo1gi2nii2ta2dee2gii3sgoo3-i
ᎢᎩᎪᏩᏘᏍᎪᎢ	i¹gi²gowh²ti²³sgọ³ɂi	ii1gii2gowh2tii23sgo3-i
ᏫᏍᏓᏚᎳ	wị²sdạ²du²³la	wi2sda2duu23la
ᏣᏔᏕᎩᏍᎪᎢ	tstạ²de²gi³sgo³ɂi	tsta2dee2gii3sgoo3-i
ᏕᎩᏔᏕᎩᏍᎪᎢ	de³gi²tạ²de²gi³sgo³ɂi	dee3gii2ta2dee2gii3sgoo3-i
ᏕᎩᏂᏔᏕᎩᏍᎪᎢ	de²gị²ni²tạ²de²gi³sgo³ɂi	dee2gi2nii2ta2dee2gii3sgoo3-i
ᎢᏦᎵᏨᎢ	i¹johl²jv²³ɂi	ii1johl2jvv23-i
ᏫᏍᏙᎵᎩ	wị²sdohl²gi	wi2sdohl2gi
ᏕᏥᏲᏏᎭ	de³ji²yo³sị²ha	dee3jii2yoo3si2ha
ᏍᏓᏗᏍᎪᎢ	sdạ²di²³sgo³ɂi	sda2dii23sgoo3-i
ᏕᏥᏲᏏᏌ	de³ji²yo¹si²³sa²	dee3jii2yoo1sii23sa2
ᏍᏓᏚᎸᎲᎢ	sdạ²du²lv²hv²³ɂi	sda2duu2lvv2hvv23-i
ᏗᏥᏲᏏᏌ	di¹ji²yo¹si²³sa	dii1jii2yoo1sii23sa
ᏍᏗᎩᏍᎪᎢ	sdi²gi³sgo³ɂi	sdii2gii3sgoo3-i
ᏫᏥᎪᏩᏔ	wi¹ji²go¹wah²ta	wii1jii2goo1wah2ta
ᏍᏗᎪᏩᏘᎭ	sdi²gowh²tị³ha	sdii2gowh2ti3ha
ᎢᏣᏗᏍᎪᎢ	i¹jạ²di²³sgo³ɂi	ii1ja2dii23sgoo3-i
ᏍᏗᎪᏩᏛᏗ	sdi²gowh²tvh³di	sdii2gowh2tvh3di
ᏕᏍᏗᏲᏏᎭ	de²sdi²yo³sị²ha	dee2sdii2yoo3si2ha
ᎢᏣᏚᎸᎲᎢ	i¹jạ²du²lv²hv²³ɂi	ii1ja2duu2lvv2hvv23-i
ᎢᏥᎩᏍᎪᎢ	i¹ji²gi³sgo³ɂi	ii1jii2gii3sgoo3-i
ᏕᏍᏗᏲᏏᏌ	de²sdi²yo¹si²³sa²	dee2sdii2yoo1sii23sa2
ᏗᏍᏗᏲᏏᏌ	dị²sdi²yo¹si²³sa	di2sdii2yoo1sii23sa
ᎢᏥᎪᏩᏘᎭ	i¹ji²gowh²tị³ha	ii1jii2gowh2ti3ha
ᎢᏥᎪᏩᏛᏗ	i¹ji²gowh²tvh³di	ii1jii2gowh2tvh3di
ᏫᏍᏗᎪᏩᏔ	wị²sdi²go¹wah²ta	wi2sdii2goo1wah2ta
ᏕᏥᏔᏕᎩᎠ	de³jchtạ²de²gi³ɂa	dee3jchta2dee2gii3-a
ᏍᏓᏚᎵᏍᎪᎢ	sdạ²du²li²³sgọ³ɂi	sda2duu2lii23sgo3-i
ᏕᏥᏔᏕᎬᎦ	de³jchtạ²de²gv¹ga²	dee3jchta2dee2gvv1ga2
ᏕᏍᏗᏔᏕᎩᎠ	de²sdi²tạ²de²gi³ɂa	dee2sdii2ta2dee2gii3-a
ᏗᏥᏔᏕᎪᏗ	di¹jchtạ²de²³go³²di	dii1jchta2dee23goo32di
ᏕᏍᏗᏔᏕᎬᎦ	de²sdi²tạ²de²gv¹ga²	dee2sdii2ta2dee2gvv1ga2
ᏗᏥᏔᏕᎬᎦ	di¹jchtạ²de²gv¹ga	dii1jchta2dee2gvv1ga
ᏗᏍᏗᏔᏕᎪᏗ	dị²sdi²tạ²de²³go³²di	di2sdii2ta2dee23goo32di
ᏗᏥᏲᏏᏐᏗ	di¹ji²yo¹si²³soh³di	dii1jii2yoo1sii23soh3di
ᏗᏍᏗᏔᏕᎬᎦ	dị²sdi²tạ²de²gv¹ga	di2sdii2ta2dee2gvv1ga
ᏗᏍᏗᏲᏏᏐᏗ	dị²sdi²yo¹si²³soh³di	di2sdii2yoo1sii23soh3di
ᎢᏣᏚᎵᏍᎪᎢ	i¹jạ²du²li²³sgọ³ɂi	ii1ja2duu2lii23sgo3-i
ᏕᏥᏔᏕᎦᏅᎢ	de³jchtạ²de²ga³²nv²³ɂi	dee3jchta2dee2gaa32nvv23-i
ᏍᏗᎪᏩᏘᏍᎪᎢ	sdi²gowh²ti²³sgọ³ɂi	sdii2gowh2tii23sgo3-i
ᏕᏥᏲᏏᏍᎪᎢ	de³ji²yo³si²sgo³ɂi	dee3jii2yoo3sii2sgoo3-i
ᏕᏍᏗᏔᏕᎦᏅᎢ	de²sdi²tạ²de²ga³²nv²³ɂi	dee2sdii2ta2dee2gaa32nvv23-i
ᏕᏥᏲᏏᏍᎬᎢ	de³ji²yo³si²sgv²³ɂi	dee3jii2yoo3sii2sgvv23-i
ᏕᏍᏗᏲᏏᏍᎪᎢ	de²sdi²yo³si²sgo³ɂi	dee2sdii2yoo3sii2sgoo3-i
ᏕᏍᏗᏲᏏᏍᎬᎢ	de²sdi²yo³si²sgv²³ɂi	dee2sdii2yoo3sii2sgvv23-i
ᎢᏥᎪᏩᏘᏍᎪᎢ	i¹ji²gowh²ti²³sgọ³ɂi	ii1jii2gowh2tii23sgo3-i
ᏕᏥᏔᏕᎩᏍᎪᎢ	de³jchtạ²de²gi³sgo³ɂi	dee3jchta2dee2gii3sgoo3-i
ᏕᏍᏗᏔᏕᎩᏍᎪᎢ	de²sdi²tạ²de²gi³sgo³ɂi	dee2sdii2ta2dee2gii3sgoo3-i
ᎠᏴ	ạ²yv	a2yv
ᎡᏥ	e²ji	ee2ji
ᎤᏥ	u²ji	uu2ji
ᎬᏥ	gv²ji	gvv2ji
ᎯᎠ	hị²ɂa	hi2-a
ᎯᏥ	hi²ji	hii2ji
ᏂᎯ	nị²hi	ni2hi
ᏣᏥ	jạ²ji	ja2ji
ᏥᏥ	ji²ji	jii2ji
ᎠᎩᏥ	ạ²gị²ji	a2gi2ji
ᎠᎵᎢ	a²lị²ɂi	aa2li2-i
ᎡᏙᏓ	e²do²da	ee2doo2da
ᎢᎩᏥ	i¹gi²ji	ii1gii2ji
ᎢᏥᏥ	i¹ji²ji	ii1jii2ji
ᎢᏨᏥ	i¹jv²ji	ii1jvv2ji
ᎣᎩᏥ	o²gi²ji	oo2gii2ji
ᎤᏂᏥ	u²ni²ji	uu2nii2ji
ᎤᏙᏓ	u²do²da	uu2doo2da
ᎦᎯᏥ	gạ²hi²ji	ga2hii2ji
ᎦᏥᏥ	gạ²ji²ji	ga2jii2ji
ᎩᏂᏥ	gị²ni²ji	gi2nii2ji
ᎬᏙᏓ	gv²do²da	gvv2doo2da
ᎯᏙᏓ	hi²do²da	hii2doo2da
ᏍᎩᏥ	sgị²ji	sgi2ji
ᏍᏗᏥ	sdi²ji	sdii2ji
ᏍᏛᏥ	sdv²ji	sdvv2ji
ᏗᏥᏥ	di¹ji²ji	dii1jii2ji
ᏗᏨᏥ	di¹jv²ji	dii1jvv2ji
ᏣᏙᏓ	jạ²do²da	ja2doo2da
ᏥᏙᏓ	ji²do²da	jii2doo2da
ᏦᏥᏥ	jo²ji²ji	joo2jii2ji
ᏧᎵᎢ	ju²lị²ɂi	juu2li2-i
ᎠᎩᏙᏓ	ạ²gị²do²da	a2gi2doo2da
ᎢᎦᎵᎢ	i¹ga²lị²ɂi	ii1gaa2li2-i
ᎢᎩᏙᏓ	i¹gi²do²da	ii1gii2doo2da
ᎢᏍᎩᏥ	i¹sgi²ji	ii1sgii2ji
ᎢᏣᎵᎢ	i¹ja²lị²ɂi	ii1jaa2li2-i
ᎢᏥᏙᏓ	i¹ji²do²da	ii1jii2doo2da
ᎢᏨᏙᏓ	i¹jv²do²da	ii1jvv2doo2da
ᎣᎦᎵᎢ	o¹ga²lị²ɂi	oo1gaa2li2-i
ᎣᎩᏂᏥ	o²gị²ni²ji	oo2gi2nii2ji
ᎣᎩᏙᏓ	o²gi²do²da	oo2gii2doo2da
ᎤᎾᎵᎢ	u¹na²lị²ɂi	uu1naa2li2-i
ᎤᏂᏙᏓ	u²ni²do²da	uu2nii2doo2da
ᎥᏍᎩᎾ	v¹sgị²na	vv1sgi2na
ᎦᎯᏙᏓ	gạ²hi²do²da	ga2hii2doo2da
ᎦᏥᏙᏓ	gạ²ji²do²da	ga2jii2doo2da
ᎩᎾᎵᎢ	gị²na²lị²ɂi	gi2naa2li2-i
ᎩᏂᏙᏓ	gị²ni²do²da	gi2nii2doo2da
ᏍᎩᏂᏥ	sgị²ni²ji	sgi2nii2ji
ᏍᎩᏙᏓ	sgị²do²da	sgi2doo2da
ᏍᏓᎵᎢ	sda²lị²ɂi	sdaa2li2-i
ᏍᏗᏙᏓ	sdi²do²da	sdii2doo2da
ᏍᏛᏙᏓ	sdv²do²da	sdvv2doo2da
ᏗᎦᎵᎢ	dị²ga²lị²ɂi	di2gaa2li2-i
ᏗᎨᎩᏥ	dị²ge²gi²ji	di2gee2gii2ji
ᏗᎨᏂᏥ	dị²ge²ni²ji	di2gee2nii2ji
ᏗᎨᏗᏥ	dị²ge²di²ji	di2gee2dii2ji
ᏗᎨᏥᏥ	dị²ge²ji²ji	di2gee2jii2ji
ᏗᎪᎩᏥ	dị²go²gi²ji	di2goo2gii2ji
ᏗᏆᎵᎢ	dị¹gwa²lị²ɂi	di1gwaa2li2-i
ᏗᏍᎩᏥ	di¹sgi²ji	dii1sgii2ji
ᏗᏍᏗᏥ	dị²sdi²ji	di2sdii2ji
ᏗᏍᏛᏥ	dị²sdv²ji	di2sdvv2ji
ᏗᏣᎵᎢ	dị²ja²lị²ɂi	di2jaa2li2-i
ᏗᏣᎵᎢ	dị²jạ²lị²ɂi	di2ja2li2-i
ᏗᏥᏙᏓ	di¹ji²do²da	dii1jii2doo2da
ᏗᏨᏙᏓ	di¹jv²do²da	dii1jvv2doo2da
ᏦᎦᎵᎢ	jo¹ga²lị²ɂi	joo1gaa2li2-i
ᏦᏍᏗᏥ	jo²sdi²ji	joo2sdii2ji
ᏦᏥᏙᏓ	jo²ji²do²da	joo2jii2doo2da
ᏧᎾᎵᎢ	ju¹na²lị²ɂi	juu1naa2li2-i
ᎢᏍᎩᏙᏓ	i¹sgi²do²da	ii1sgii2doo2da
ᎣᎩᎾᎵᎢ	o¹gị²na²lị²ɂi	oo1gi2naa2li2-i
ᎣᎩᏂᏙᏓ	o²gị²ni²do²da	oo2gi2nii2doo2da
ᏍᎩᏂᏙᏓ	sgị²ni²do²da	sgi2nii2doo2da
ᏗᎨᎩᏂᏥ	dị²ge²gị²ni²ji	di2gee2gi2nii2ji
ᏗᎨᎩᏙᏓ	dị²ge²gi²do²da	di2gee2gii2doo2da
ᏗᎨᏂᏙᏓ	dị²ge²ni²do²da	di2gee2nii2doo2da
ᏗᎨᏍᏗᏥ	dị²ge²sdi²ji	di2gee2sdii2ji
ᏗᎨᏗᏙᏓ	dị²ge²di²do²da	di2gee2dii2doo2da
ᏗᎨᏥᏙᏓ	dị²ge²ji²do²da	di2gee2jii2doo2da
ᏗᎩᎾᎵᎢ	dị²gị²na²lị²ɂi	di2gi2naa2li2-i
ᏗᎪᎩᏂᏥ	dị²go²gị²ni²ji	di2goo2gi2nii2ji
ᏗᎪᎩᏙᏓ	dị²go²gi²do²da	di2goo2gii2doo2da
ᏗᎬᏩᏂᏥ	dị²gv²wạ²ni²ji	di2gvv2wa2nii2ji
ᏗᏍᎩᏂᏥ	dị²sgị²ni²ji	di2sgi2nii2ji
ᏗᏍᎩᏙᏓ	di¹sgi²do²da	dii1sgii2doo2da
ᏗᏍᏓᎵᎢ	dị²sda²lị²ɂi	di2sdaa2li2-i
ᏗᏍᏗᏙᏓ	dị²sdi²do²da	di2sdii2doo2da
ᏗᏍᏛᏙᏓ	dị²sdv²do²da	di2sdvv2doo2da
ᏦᎩᎾᎵᎢ	jo¹gị²na²lị²ɂi	joo1gi2naa2li2-i
ᏦᏍᏗᏙᏓ	jo²sdi²do²da	joo2sdii2doo2da
ᏗᎨᎩᏂᏙᏓ	dị²ge²gị²ni²do²da	di2gee2gi2nii2doo2da
ᏗᎨᏍᏗᏙᏓ	dị²ge²sdi²do²da	di2gee2sdii2doo2da
ᏗᎪᎩᏂᏙᏓ	dị²go²gị²ni²do²da	di2goo2gi2nii2doo2da
ᏗᎬᏩᏂᏙᏓ	dị²gv²wạ²ni²do²da	di2gvv2wa2nii2doo2da
ᏗᏍᎩᏂᏙᏓ	dị²sgị²ni²do²da	di2sgi2nii2doo2da
